pid,starttime,endtime,duration,recordeddate,commitment,firstclick,lastclick,pagesubmit,clickcount,browser,browser_version,os,resolution,phoneos,phoneos_othertext,devicelock,unlock_parents,unlock_spouse,unlock_siblings,unlock_friends,unlock_children,unlock_otherfamily,unlock_colleagues,unlock_strangers,unlock_noone,unlock_others,unlock_otherstext,numbernotifications,checkfrequency,checkfrequencytext,screenwakeup,dnd,silent,turnoff,airplane,notificationapps,modeusereasons,view_home,view_meetings,view_classes,view_seminars,view_cafes,view_gatherings,view_stores,view_transport,view_others,view_otherstext,share_spouse,share_siblings,share_parents,share_children,share_friends,share_colleagues,share_strangers,share_reason,share_notallow,share_nothing,share_closeapps,share_clear,share_guestmode,share_applock,share_accessibility,share_watchuse,share_checkapps,share_other,share_othertext,clear_spouse,clear_siblings,clear_parents,clear_children,clear_friends,clear_colleagues,clear_strangers,lastnotificationapp,lnandroid_lockscreen,lnandroid_drawer,lnandroid_floating,lnandroid_appbadge,lnandroid_dontknow,lnandroid_other,lnandroid_othertext,lnios_lockscreen,lnios_notificationcenter,lnios_permbanner,lnios_tempbanner,lnios_appbadge,lnios_dontknow,lnios_other,lnios_othertext,ln_addresstime,ln_addresstimetext,lnaction_readpreview,lnaction_readcontent,lnaction_clearlockscreen,lnaction_clearcenter,lnaction_address,lnaction_nothing,lnaction_preventfurther,lnaction_other,lnaction_preventfurthertext,lnaction_othertext,ln_selfconcern,ln_selfconcerntext,ln_othersinfo,ln_othersinfotext,ln_othersconcern,negativeexperiences,negativeexperiencestext,nereason_shared,nereason_unlocked,nereason_notsilenced,nereason_screencast,nereason_sensitive,nereason_other,nereason_sensitivetext,nereason_othertext,appconcernfamily_im,appconcernfamily_social,appconcernfamily_calendar,appconcernfamily_email,appconcernfamily_banking,appconcernfamily_health,appconcernfamily_dating,appconcernfamily_reason,appconcerncolleague_im,appconcerncolleague_social,appconcerncolleague_calendar,appconcerncolleague_email,appconcerncolleague_banking,appconcerncolleague_health,appconcerncolleague_dating,appconcerncolleague_reason,applock_im,applock_social,applock_calendar,applock_email,applock_banking,applock_health,applock_dating,applock_work,applock_travel,applock_none,android_lockscreen,ios_preview,preview_im,preview_social,preview_calendar,preview_email,preview_banking,preview_work,preview_travel,preview_health,preview_dating,muipc_location,muipc_collectinfo,muipc_monitor,muipc_othersknow,muipc_privateinfo,muipc_privacyinvasion,gdd_1,gdd_2,gdd_3,gdd_4,gdd_5,birthyear,gender,gendertext,ethnicity_nativeamerican,ethnicity_asian,ethnicity_black,ethnicity_pi,ethnicity_white,ethnicity_hispanic,ethnicity_other,ethnicity_nosay,ethnicity_othertext,education,educationtext,employment_full,employment_part,employment_looking,employment_notlooking,employment_homemaker,employment_student,employment_retired,employment_disabled,employment_other,employment_nosay,employment_othertext,profession,fieldofstudy,income,yearsinusa,householdsize,marital,maritaltext,comments,attentioncheck1,attentioncheck1text,attentioncheck2
25,12/11/20 16:55,12/11/20 18:04,4178,12/11/20 18:04,I will provide my best answers.,1.827,1.827,4.468,1,Chrome,86.0.4240.193,Windows NT 6.3,1366x768,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 30 minutes,NA,Always,0,2,10,1,7,NA,Once a day,Once a day,Once a day,Few times a day,Once a day,Once a day,Few times a week,Few times a week,Never,NA,Few times a day,Once a day,Multiple times a week,Once a day,Few times a day,Multiple times a day,Few times a day,NA,NA,NA,NA,Clear notifications,NA,Enable app locks,NA,NA,NA,NA,NA,Never,Never,Never,Never,Rarely,Never,Never,NOTIFICATION BUBBLES,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,NA,NA,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Extremely concerned,NA,Yes,NA,Extremely concerned,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely concerned,Somwhat concerned,Extremely concerned,Extremely concerned,Somwhat concerned,Extremely concerned,Neither concerned nor unconcerned,NOTHING,Extremely concerned,Somwhat concerned,Extremely concerned,Neither concerned nor unconcerned,Somwhat concerned,Extremely concerned,Somwhat concerned,NA,Instant messaging,Social media,Calendar,NA,NA,Health and fitness,Dating,NA,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Rather agree,Agree,Agree,Agree,1990,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT,NA,"$30,000 to $39,999",More than 10 or All my life,3,Married,NA,NOTHING,Translate,NA,Somewhat agree
26,12/11/20 17:56,12/11/20 18:04,527,12/11/20 18:04,I will provide my best answers.,10.142,10.142,11.158,1,Chrome,87.0.4280.47,Windows NT 10.0,1920x1080,Android,NA,Yes,Parents,NA,Siblings,Friends,NA,NA,NA,NA,NA,NA,NA,10 to 19,Once in about 1 hour,NA,Most of the time,0,4,0,1,9,I chose the answer very honestly,Few times a day,Few times a week,Once a day,Once a day,Once a day,Few times a day,Once a day,Once a day,Once a day,Outing,Multiple times a day,Few times a day,Few times a day,Once a day,Few times a day,Few times a day,Once a day,NA,NA,NA,Close running applications,Clear notifications,NA,NA,NA,NA,NA,NA,NA,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Instagram,Lock Screen,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Extremely concerned,NA,Yes,NA,Extremely concerned,1-2,Unwanted ads and information from social media,I had given my phone to another person when the notification arrived.,NA,NA,NA,NA,NA,NA,NA,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,NA,Extremely concerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Somwhat concerned,NA,Instant messaging,Social media,Calendar,E-mail,NA,NA,NA,NA,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Rather agree,Rather agree,Agree,Agree,1993,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Business,NA,"$50,000 to $59,999",More than 10 or All my life,4,Married,NA,Good survey,Translate,NA,Somewhat agree
27,12/11/20 18:41,12/11/20 18:56,879,12/11/20 18:56,I will provide my best answers.,13.803,13.803,14.849,1,Chrome,86.0.4240.193,Windows NT 6.1,1280x1024,Android,NA,Yes,Parents,NA,NA,Friends,NA,NA,NA,NA,NA,NA,NA,10 to 19,Once in about 30 minutes,NA,Most of the time,0,10,0,1,7,NA,Once a day,Few times a day,Few times a day,Few times a month,Few times a week,Once a day,Few times a week,Few times a month,Never,NA,Once a day,Multiple times a day,Multiple times a week,Few times a day,Few times a week,Few times a day,Multiple times a week,NA,NA,NA,NA,Clear notifications,NA,Enable app locks,Change accessibility settings,NA,NA,NA,NA,Always,Rarely,Sometimes,Rarely,Always,Never,Sometimes,Twilio,Lock Screen,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,NA,Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,NA,No,NA,NA,3-5,Nothing.,NA,I left the phone screen unlocked.,NA,"I was screencasting/projecting the device display to others (e.g., in a presentation) when the notification popped up on the screen.",NA,NA,NA,NA,Completely unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Somwhat concerned,Somwhat unconcerned,Neither concerned nor unconcerned,Completely unconcerned,Because I feel it.,Somwhat unconcerned,Neither concerned nor unconcerned,Completely unconcerned,Somwhat concerned,Completely unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Because I feel it.,NA,Social media,NA,E-mail,NA,NA,Dating,NA,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,"Neither disagree, neither agree",Rather agree,"Neither disagree, neither agree",Agree,1982,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT professional,NA,"$70,000 to $79,999",More than 10 or All my life,3,Married,NA,No,Translate,NA,Somewhat agree
28,12/11/20 20:00,12/11/20 20:17,986,12/11/20 20:17,I will provide my best answers.,2.805,2.805,3.71,1,Chrome,86.0.4240.183,Windows NT 6.3,1366x768,Android,NA,Yes,NA,Spouse,NA,Friends,NA,NA,NA,NA,NA,NA,NA,10 to 19,Once in about 30 minutes,NA,Most of the time,0,3,2,1,6,NA,Once a day,Few times a week,Few times a week,Few times a day,Once a day,Few times a week,Once a day,Few times a week,Few times a day,NA,Multiple times a day,Few times a day,Multiple times a day,Once a day,Few times a day,Multiple times a week,Few times a day,NA,NA,NA,Close running applications,Clear notifications,NA,Enable app locks,Change accessibility settings,Watch over the other person's use of the phone,NA,NA,NA,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,What's app,NA,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 6 hours,NA,NA,Read the notification content,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,Yes,NA,Somewhat concerned,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat unconcerned,Completely unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Completely unconcerned,Neither concerned nor unconcerned,NA,Somwhat unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Completely unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,NA,Instant messaging,Social media,Calendar,E-mail,Banking and payments,Health and fitness,Dating,Apps for work,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Agree,Rather agree,"Neither disagree, neither agree",Rather agree,Rather agree,Agree,1990,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT,NA,"$10,000 to $19,999",More than 10 or All my life,4,Married,NA,Such a good study.,Translate,NA,Somewhat agree
29,12/11/20 21:48,12/11/20 22:04,965,12/11/20 22:04,I will provide my best answers.,480.767,480.807,481.768,2,Firefox,82,Windows NT 6.1,1280x1024,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 1 hour,NA,About half the time,0,0,0,0,0,NA,Few times a month,Few times a month,Never,Few times a month,Few times a week,Few times a month,Never,Few times a month,Never,NA,Never,Never,Never,Never,Never,Never,Never,NA,NA,NA,Close running applications,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yahoo mail,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),Read the notification content,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat concerned,Neither concerned nor unconcerned,Completely unconcerned,Somwhat unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Extremely concerned,NA,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Extremely concerned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Hide All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Rather disagree,1993,Male,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,engineer,NA,"$50,000 to $59,999",More than 10 or All my life,1,Never Married,NA,NA,Translate,NA,Somewhat agree
30,12/11/20 23:08,12/11/20 23:14,350,12/11/20 23:14,I will provide my best answers.,1.284,1.284,2.121,1,Chrome,86.0.4240.193,Windows NT 10.0,1366x768,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 30 minutes,NA,Always,0,0,0,0,0,I want to be notified. They are all important.,Never,Never,Never,Never,Never,Never,Never,Never,Never,n/a,Never,Never,Never,Never,Never,Never,Never,They have thier own phones. I also use my phone for work.,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,messenger,NA,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),Read the notification content,Cleared it from the phone lock screen,Cleared it from the notification center/drawer,NA,NA,NA,NA,NA,NA,Extremely concerned,They are private and only for me.,Yes,NA,Extremely concerned,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,N/A,It is none of their business.,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,N/A,None of their business.,NA,NA,NA,NA,Banking and payments,NA,NA,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,1977,Female,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Master's degree,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director of Healthcare Administration,NA,"More than $100,000",More than 10 or All my life,4,Married,NA,no,Translate,NA,Somewhat agree
31,13/11/20 2:23,13/11/20 2:32,511,13/11/20 2:32,I will provide my best answers.,6.365,6.365,8.554,1,Chrome,86.0.4240.193,Windows NT 10.0,1536x864,Android,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 6 hours,NA,I don't know,0,0,0,0,0,NA,Few times a day,Never,Never,Never,Never,Never,Never,Never,Never,NA,Less than once a week,Never,Never,Never,Never,Never,Never,NA,NA,Nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Learning Genie,NA,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 6 hours,NA,NA,NA,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Completely unconcerned,NA,Yes,NA,Not at all concerned,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat unconcerned,Somwhat unconcerned,Completely unconcerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat unconcerned,N/A,NA,Somwhat unconcerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat concerned,Somwhat concerned,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Rather disagree,"Neither disagree, neither agree","Neither disagree, neither agree",Rather agree,"Neither disagree, neither agree",1984,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Administration,NA,"$70,000 to $79,999",More than 10 or All my life,4,Married,NA,NA,Translate,NA,Somewhat agree
32,13/11/20 5:31,13/11/20 5:42,651,13/11/20 5:42,I will provide my best answers.,17.447,19.325,20.184,2,Chrome,86.0.4240.193,Windows NT 10.0,1920x1080,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 30 minutes,NA,About half the time,20,10,0,0,0,I usually just keep DND on and check my phone on my own accord.,Never,Never,Never,Never,Never,Never,Never,Never,Never,na,Never,Less than once a week,Less than once a week,Never,Less than once a week,Never,Never,I sometimes let them borrow my phone to pick up food in my absence.,NA,NA,Close running applications,Clear notifications,NA,NA,NA,NA,NA,NA,NA,N/A,Always,Always,N/A,Always,N/A,N/A,Aliexpress,NA,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other: (Please specify:),haven't addressed it yet,NA,NA,NA,NA,NA,Did not do anything,NA,NA,NA,NA,Somewhat unconcerned,It's just there I guess. I should probably disable notifications from them tbh.,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely concerned,Extremely concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Extremely concerned,Sometimes I get saucy messages I wouldn't want them to see.,Extremely concerned,Extremely concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Extremely concerned,"Same reason, sometimes I get saucy messages I wouldn't want them to read.",NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,2000,Female,NA,NA,NA,NA,NA,NA,Hispanic,NA,NA,NA,High school diploma,NA,NA,NA,NA,NA,Homemaker,NA,NA,NA,NA,NA,NA,NA,NA,"$20,000 to $29,999",More than 10 or All my life,4,Other. (Please specify:),In a relationship,Good hit!,Translate,NA,Somewhat agree
33,13/11/20 12:49,13/11/20 12:55,396,13/11/20 12:55,I will provide my best answers.,4.026,5.098,8.026,3,Chrome,86.0.4240.198,Windows NT 10.0,1280x1024,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 3 hours,NA,Never,4,3,5,0,1,NA,Few times a month,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,Never,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Youtube,NA,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,Read the notification preview (title),NA,Cleared it from the phone lock screen,Cleared it from the notification center/drawer,NA,NA,NA,NA,NA,NA,Completely unconcerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat unconcerned,Neither concerned nor unconcerned,Completely unconcerned,Somwhat unconcerned,Somwhat concerned,Completely unconcerned,Neither concerned nor unconcerned,NA,Neither concerned nor unconcerned,Somwhat concerned,Completely unconcerned,Somwhat concerned,Extremely concerned,Somwhat unconcerned,Neither concerned nor unconcerned,NA,NA,Social media,NA,NA,Banking and payments,NA,Dating,NA,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Rather disagree,Disagree,1990,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Some college,NA,NA,NA,Unemployed looking for work,NA,NA,NA,NA,NA,NA,NA,NA,None due to COVID,NA,"$60,000 to $69,999",More than 10 or All my life,4,Never Married,NA,No comments or feedback,Translate,NA,Somewhat agree
34,15/11/20 3:38,15/11/20 3:48,576,15/11/20 3:48,I will provide my best answers.,18.032,18.923,19.326,3,Chrome,86.0.4240.198,Windows NT 10.0,1368x912,Android,NA,Yes,NA,Spouse,NA,Friends,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 30 minutes,NA,Always,4,3,7,9,9,depending on the day,Few times a day,Few times a week,Few times a week,Once a day,Few times a week,Few times a month,Once a day,Once a day,NA,NA,Few times a day,Once a day,Once a day,Few times a day,Multiple times a week,Multiple times a week,Multiple times a week,NA,NA,NA,NA,NA,Enable guest mode or second space,NA,Change accessibility settings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whatsapp,Lock Screen,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,NA,NA,Cleared it from the phone lock screen,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,NA,No,NA,NA,3-5,I was at work and started getting too many notifications at work,NA,I left the phone screen unlocked.,NA,"I was screencasting/projecting the device display to others (e.g., in a presentation) when the notification popped up on the screen.",NA,NA,NA,NA,Completely unconcerned,Somwhat unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat concerned,NA,Completely unconcerned,Completely unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,NA,NA,NA,Calendar,NA,NA,Health and fitness,Dating,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Rather agree,"Neither disagree, neither agree","Neither disagree, neither agree",Rather agree,"Neither disagree, neither agree",1993,Female,NA,NA,NA,NA,Native Hawaiian or Pacific Islander,NA,NA,NA,NA,NA,Some college,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,retail,NA,"$30,000 to $39,999",More than 10 or All my life,5,Widowed,NA,n.a but a bonus for my time would be greatly appreciated!,Translate,NA,Somewhat agree
35,15/11/20 3:41,15/11/20 3:55,828,15/11/20 3:55,I will provide my best answers.,11.854,11.854,13.201,1,Chrome,86.0.4240.110,Android 9,601x962,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 30 minutes,NA,Always,0,0,0,0,0,I just turn it on and let it go,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,Never,I am a very private person,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yahoo mail,NA,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,It was from DraftKings and I never read them,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Somwhat concerned,Completely unconcerned,Somwhat concerned,N/A,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Extremely concerned,Completely unconcerned,Extremely concerned,N/A,NA,Social media,NA,E-mail,Banking and payments,NA,NA,NA,NA,NA,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,1972,Male,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Government Employee,NA,"$60,000 to $69,999",More than 10 or All my life,1,Divorced,NA,None,Translate,NA,Somewhat agree
36,15/11/20 3:39,15/11/20 3:55,994,15/11/20 3:55,I will provide my best answers.,4.994,4.994,7.124,1,Chrome,86.0.4240.198,Windows NT 6.1,1366x768,Android,NA,Yes,NA,NA,NA,Friends,NA,NA,NA,Strangers,NA,NA,NA,1 to 9,Once in about 30 minutes,NA,Always,0,1,3,2,1,NA,Few times a day,Few times a day,Few times a day,Once a day,Few times a week,Few times a day,Once a day,Once a day,Few times a week,ocasions,Multiple times a day,Multiple times a day,Multiple times a day,Few times a day,Few times a week,Multiple times a week,Never,NA,NA,NA,NA,Clear notifications,NA,NA,NA,NA,NA,NA,NA,Rarely,Always,Rarely,Always,Always,Always,Always,instagram,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,NA,Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,Yes,NA,Somewhat concerned,1-2,nervousness and confussed,NA,I left the phone screen unlocked.,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Neither concerned nor unconcerned,moderately i will be concern,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Somwhat concerned,I extermely concern,Instant messaging,NA,NA,NA,Banking and payments,NA,Dating,NA,NA,NA,Hide All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Rather agree,Agree,Agree,Agree,1986,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,administrative officer,NA,"$80,000 to $89,999",More than 10 or All my life,5,Married,NA,good and interesting survey,Translate,NA,Somewhat agree
37,15/11/20 3:52,15/11/20 3:56,266,15/11/20 3:56,I will provide my best answers.,1.054,1.054,2.763,1,Chrome,86.0.4240.193,Windows NT 6.1,1366x768,Android,NA,Yes,NA,NA,NA,Friends,NA,NA,Colleagues,NA,NA,NA,NA,20 to 29,Once in about 12 hours,NA,Always,13,6,8,17,10,i like it,Few times a week,Once a day,Few times a day,Few times a day,Few times a day,Once a day,Once a day,Once a day,Few times a day,NA,Multiple times a day,Once a day,Multiple times a week,Once a day,Few times a day,Once a day,Few times a day,i like it,NA,NA,NA,NA,NA,Enable app locks,Change accessibility settings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,twitter,Lock Screen,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,NA,NA,Cleared it from the phone lock screen,Cleared it from the notification center/drawer,NA,NA,NA,NA,NA,NA,Extremely concerned,like it,Yes,NA,Extremely concerned,11-20,very nice,NA,I left the phone screen unlocked.,NA,NA,NA,NA,NA,NA,Extremely concerned,Somwhat concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,good,Extremely concerned,Somwhat concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,good,NA,Social media,NA,E-mail,NA,Health and fitness,NA,NA,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Rather agree,Agree,Agree,Rather agree,1958,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,teacher,NA,"$50,000 to $59,999",7,7,Married,NA,no,Translate,NA,Somewhat agree
